Price,Date,Adj Close,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
53,2007-12-20,43.3995361328125,74.58751678466797,76.95001983642578,74.25001525878906,76.33126831054688,17105204
54,2007-12-24,44.72507858276367,76.86564636230469,78.07501983642578,75.09376525878906,75.71251678466797,16711519
55,2007-12-26,46.0833625793457,79.20001983642578,80.1562728881836,77.28752136230469,77.28752136230469,20930094
56,2007-12-27,46.4106559753418,79.76251983642578,81.95626831054688,79.08751678466797,80.83126831054688,44565277
57,2007-12-28,46.77069854736328,80.38127136230469,80.7187728881836,78.75001525878906,79.59376525878906,18354518
58,2007-12-31,47.11436080932617,80.97189331054688,81.45001983642578,79.98751831054688,81.0000228881836,11982308
59,2008-01-01,47.98168182373047,82.46251678466797,83.22189331054688,80.63439178466797,81.39376831054688,16687746
60,2008-01-02,47.7198486328125,82.01251983642578,83.08126831054688,80.80314636230469,82.46251678466797,13437280
61,2008-01-03,49.68362808227539,85.38751983642578,85.72502136230469,80.52189636230469,81.50627136230469,31815218
62,2008-01-04,49.42178726196289,84.9375228881836,87.7500228881836,84.3750228881836,86.6250228881836,28011310
63,2008-01-07,49.01267623901367,84.2343978881836,86.17501831054688,83.33439636230469,84.40314483642578,15858063
64,2008-01-08,47.343448638916016,81.36564636230469,85.5000228881836,80.38127136230469,84.31877136230469,13282666
65,2008-01-09,46.59067153930664,80.07189178466797,81.81564331054688,79.87501525878906,81.45001983642578,13113527
66,2008-01-10,45.477867126464844,78.15939331054688,82.6875228881836,77.62501525878906,80.4375228881836,18023003
67,2008-01-11,46.16518783569336,79.34064483642578,80.10002136230469,76.21876525878906,79.22814178466797,11629440
68,2008-01-14,46.86888122558594,80.55001831054688,81.39376831054688,78.21564483642578,79.48126983642578,10264240
69,2008-01-15,45.44513702392578,78.10314178466797,82.18126678466797,77.45626831054688,81.8437728881836,11558334
70,2008-01-16,44.512332916259766,76.50001525878906,78.18751525878906,74.55939483642578,77.54064178466797,14834065
71,2008-01-17,45.706974029541016,78.55314636230469,80.2968978881836,75.15001678466797,76.78126525878906,16169395
72,2008-01-18,43.57953643798828,74.89689636230469,77.99064636230469,74.25001525878906,77.90626525878906,13254156
73,2008-01-21,36.16627502441406,62.15626525878906,74.25001525878906,54.1406364440918,74.25001525878906,33202389
74,2008-01-22,32.53327941894531,55.912513732910156,59.06251525878906,44.409385681152344,56.0250129699707,58755707
75,2008-01-23,36.16627502441406,62.15626525878906,64.54689025878906,56.81251525878906,56.81251525878906,28425991
76,2008-01-24,36.24809646606445,62.29689025878906,66.71251678466797,59.34376525878906,65.50314331054688,29911930
77,2008-01-25,38.113685607910156,65.50314331054688,65.81251525878906,62.85939025878906,65.25001525878906,12550722
78,2008-01-28,38.5228157043457,66.20626831054688,66.71251678466797,59.34376525878906,64.60314178466797,13601109
79,2008-01-29,37.884586334228516,65.10939025878906,67.33126831054688,64.12501525878906,66.37501525878906,7679877
80,2008-01-30,35.78989028930664,61.50939178466797,65.53126525878906,60.693763732910156,65.25001525878906,9016102
81,2008-01-31,33.44971466064453,57.48751449584961,62.325016021728516,56.81251525878906,62.15626525878906,41538563
82,2008-02-01,34.61161804199219,59.48439025878906,59.90626525878906,57.93751525878906,58.47188949584961,9089201
83,2008-02-04,36.3953857421875,62.55001449584961,63.28126525878906,60.60939025878906,60.60939025878906,12009385
84,2008-02-05,37.52455139160156,64.49063873291016,65.33438873291016,61.31251525878906,62.662513732910156,14593303
85,2008-02-06,37.19725799560547,63.928138732910156,64.68751525878906,60.356266021728516,62.71876525878906,12429218
86,2008-02-07,35.44622039794922,60.918766021728516,65.22189331054688,60.52501678466797,63.05626678466797,11300078
87,2008-02-08,34.52980041503906,59.34376525878906,61.818763732910156,58.24688720703125,61.31251525878906,13514197
88,2008-02-11,32.09143829345703,55.15313720703125,60.18751525878906,54.5625114440918,60.18751525878906,15133331
89,2008-02-12,31.518659591674805,54.16876220703125,57.178138732910156,53.7187614440918,56.81251525878906,10237627
90,2008-02-13,31.06045150756836,53.381263732910156,55.8281364440918,52.28438949584961,55.1250114440918,10395753
91,2008-02-14,33.77701950073242,58.05001449584961,58.64064025878906,54.5625114440918,54.5625114440918,12514003
92,2008-02-15,34.74253463745117,59.709388732910156,60.18751525878906,56.27813720703125,57.82501220703125,12080990
93,2008-02-18,34.54615783691406,59.37188720703125,61.059391021728516,58.865638732910156,61.059391021728516,6977153
94,2008-02-19,34.169769287109375,58.725013732910156,60.58126449584961,58.2750129699707,60.44063949584961,7226542
95,2008-02-20,33.318790435791016,57.26251220703125,58.19063949584961,56.615638732910156,58.162513732910156,5604999
96,2008-02-21,33.54790115356445,57.65626525878906,58.64064025878906,56.95314025878906,58.19063949584961,3874365
97,2008-02-22,33.12242126464844,56.92501449584961,57.2906379699707,55.15313720703125,55.7437629699707,2691220
98,2008-02-25,33.40061950683594,57.40313720703125,58.10626220703125,56.0250129699707,57.600013732910156,6270186
99,2008-02-26,33.53153610229492,57.62813949584961,58.443763732910156,57.34688949584961,57.93751525878906,7139423
100,2008-02-27,35.495323181152344,61.00313949584961,64.01251220703125,58.47188949584961,58.47188949584961,43223132
101,2008-02-28,36.49357604980469,62.71876525878906,63.19689178466797,60.75001525878906,61.59376525878906,35763847
102,2008-02-29,35.96989440917969,61.818763732910156,63.56251525878906,60.80626678466797,62.325016021728516,16477462
103,2008-03-03,34.464332580566406,59.23126220703125,61.200016021728516,58.5562629699707,59.1187629699707,10049153
104,2008-03-04,33.58063507080078,57.7125129699707,59.850013732910156,56.25001525878906,59.62501525878906,11485198
105,2008-03-05,34.20249557495117,58.78126525878906,59.06251525878906,56.3062629699707,57.9937629699707,8581053
106,2008-03-07,32.45146179199219,55.771888732910156,57.93751525878906,53.4375114440918,57.93751525878906,14251925
107,2008-03-10,32.336326599121094,55.29376220703125,55.6875114440918,52.115638732910156,55.57501220703125,11713659
108,2008-03-11,35.00086212158203,59.850013732910156,60.412513732910156,53.55001449584961,54.8437614440918,19665129
109,2008-03-12,34.11268997192383,58.33126449584961,61.87501525878906,57.76876449584961,61.481266021728516,12262350
110,2008-03-13,29.42506217956543,50.315635681152344,57.37501525878906,48.9375114440918,56.81251525878906,47000084
111,2008-03-14,31.448143005371094,53.7750129699707,54.0000114440918,50.6812629699707,51.721885681152344,35798540
112,2008-03-17,30.214563369750977,51.6656379699707,52.76251220703125,50.568763732910156,52.76251220703125,19211273
113,2008-03-18,30.47772216796875,52.115638732910156,53.12813949584961,50.737510681152344,51.581260681152344,12632937
114,2008-03-19,30.658649444580078,52.42501449584961,58.38751220703125,52.0875129699707,54.5625114440918,16449023
115,2008-03-24,30.9547119140625,52.9312629699707,54.39376449584961,51.77813720703125,54.39376449584961,11636914
116,2008-03-25,32.12250518798828,54.928138732910156,55.2656364440918,53.32501220703125,54.30938720703125,13232423
117,2008-03-26,31.925125122070312,54.59063720703125,55.912513732910156,54.0000114440918,54.5625114440918,11448313
118,2008-03-27,32.50080490112305,55.57501220703125,56.10939025878906,53.7750129699707,53.7750129699707,17425122
119,2008-03-28,32.566593170166016,55.6875114440918,56.10939025878906,54.225013732910156,55.8281364440918,11599511
120,2008-03-31,32.336326599121094,55.29376220703125,55.94063949584961,54.5625114440918,55.6875114440918,9914705
121,2008-04-01,32.40211486816406,55.4062614440918,56.193763732910156,54.7031364440918,55.6875114440918,6034588
122,2008-04-02,32.92844009399414,56.3062629699707,57.93751525878906,55.6875114440918,55.6875114440918,6087024
123,2008-04-03,32.66527557373047,55.85626220703125,56.70001220703125,55.4062614440918,56.4468879699707,3883474
124,2008-04-04,32.50080490112305,55.57501220703125,56.22188949584961,54.506263732910156,56.22188949584961,5906537
125,2008-04-07,32.369224548339844,55.350013732910156,55.912513732910156,54.7031364440918,55.65938949584961,4088729
126,2008-04-08,31.546838760375977,53.943763732910156,55.37813949584961,53.55001449584961,55.2656364440918,5753811
127,2008-04-09,31.62906837463379,54.084388732910156,54.5625114440918,53.46563720703125,54.11251449584961,3776374
128,2008-04-10,32.254093170166016,55.15313720703125,55.5468864440918,53.803138732910156,54.0000114440918,7075297
129,2008-04-11,32.40211486816406,55.4062614440918,55.9687614440918,54.8437614440918,55.6875114440918,4012660
130,2008-04-15,32.89555358886719,56.25001525878906,56.53126525878906,54.11251449584961,55.068763732910156,6362785
131,2008-04-16,32.45145797729492,55.490638732910156,57.20626449584961,55.2656364440918,56.81251525878906,4725794
132,2008-04-17,33.70148849487305,57.62813949584961,58.95001220703125,55.71563720703125,56.334388732910156,14831167
133,2008-04-21,34.244258880615234,58.5562629699707,59.568763732910156,57.93751525878906,58.50001525878906,7639361
134,2008-04-22,34.80348587036133,59.51251220703125,60.18751525878906,57.93751525878906,58.50001525878906,8814769
135,2008-04-23,34.836387634277344,59.568763732910156,60.271888732910156,58.78126525878906,59.62501525878906,5265604
136,2008-04-24,33.60280990600586,57.459388732910156,60.30001449584961,56.95314025878906,60.18751525878906,8801780
137,2008-04-25,33.88241195678711,57.93751525878906,58.75313949584961,57.1500129699707,58.50001525878906,4095990
138,2008-04-28,34.01400375366211,58.162513732910156,59.287513732910156,57.93751525878906,57.9937629699707,4708244
139,2008-04-29,34.49098205566406,58.9781379699707,59.5406379699707,58.21876525878906,58.50001525878906,6497143
140,2008-04-30,34.72125244140625,59.37188720703125,60.131263732910156,59.06251525878906,59.568763732910156,6331377
141,2008-05-02,35.03376007080078,59.90626525878906,61.59376525878906,59.79376220703125,60.271888732910156,5658418
142,2008-05-05,34.86927795410156,59.62501525878906,61.03126525878906,59.23126220703125,60.693763732910156,7642293
143,2008-05-06,34.573211669921875,59.1187629699707,60.30001449584961,58.78126525878906,59.146888732910156,5061166
144,2008-05-07,34.079795837402344,58.2750129699707,59.45626449584961,57.37501525878906,59.06251525878906,4303106
145,2008-05-08,33.66859436035156,57.5718879699707,58.162513732910156,57.23439025878906,57.82501220703125,3642073
146,2008-05-09,33.471214294433594,57.23439025878906,58.725013732910156,56.36251449584961,56.81251525878906,8621761
147,2008-05-12,33.471214294433594,57.23439025878906,57.65626525878906,55.9687614440918,57.23439025878906,4890395
148,2008-05-13,33.56990432739258,57.40313720703125,57.82501220703125,56.92501449584961,57.48751449584961,5056766
149,2008-05-14,33.6192512512207,57.48751449584961,57.79689025878906,56.25001525878906,56.25001525878906,2982486
150,2008-05-15,33.63570785522461,57.51564025878906,58.162513732910156,56.25001525878906,56.25001525878906,2646760
151,2008-05-16,33.898860931396484,57.96563720703125,58.1343879699707,57.26251220703125,57.93751525878906,4422288
152,2008-05-20,33.833065032958984,57.8531379699707,58.07814025878906,57.26251220703125,57.37501525878906,3464912
153,2008-05-21,34.046897888183594,58.21876525878906,59.06251525878906,56.53126525878906,56.53126525878906,3419088
154,2008-05-22,33.58635330200195,57.4312629699707,57.7125129699707,56.81251525878906,56.81251525878906,3558000
155,2008-05-23,33.027130126953125,56.475013732910156,57.881263732910156,56.25001525878906,57.09376525878906,4417028
156,2008-05-26,32.78040313720703,56.053138732910156,56.39064025878906,53.4375114440918,53.4375114440918,2605807
157,2008-05-27,31.79355239868164,54.365638732910156,56.756263732910156,54.11251449584961,56.13751220703125,3316550
158,2008-05-28,32.96134567260742,56.36251449584961,56.70001220703125,53.60626220703125,54.5625114440918,4505700
159,2008-05-29,33.50411605834961,57.2906379699707,57.93751525878906,55.631263732910156,56.95314025878906,11026212
160,2008-05-30,32.43500900268555,55.4625129699707,57.65626525878906,55.23751449584961,57.4312629699707,4023430
161,2008-06-02,31.053401947021484,53.100013732910156,56.25001525878906,52.3125114440918,55.1250114440918,4431595
162,2008-06-03,29.902055740356445,51.131263732910156,52.8750114440918,50.65313720703125,52.3125114440918,6240766
163,2008-06-04,28.98097801208496,49.5562629699707,51.440635681152344,49.24688720703125,50.9062614440918,5762089
164,2008-06-05,28.931629180908203,49.471885681152344,49.8375129699707,47.8125114440918,49.5000114440918,9721099
165,2008-06-06,28.619129180908203,48.9375114440918,50.990638732910156,48.2343864440918,49.2187614440918,6317089
166,2008-06-09,28.224374771118164,48.26251220703125,49.443763732910156,46.1250114440918,48.3750114440918,6500809
167,2008-06-10,28.027008056640625,47.925010681152344,48.318763732910156,46.8281364440918,47.8125114440918,6717902
168,2008-06-11,28.158586502075195,48.1500129699707,48.9375114440918,47.8125114440918,48.3750114440918,2586175
169,2008-06-12,28.355968475341797,48.487510681152344,48.768760681152344,46.1250114440918,47.5312614440918,3244212
170,2008-06-13,28.17503547668457,48.178138732910156,48.881263732910156,47.6718864440918,48.40313720703125,4248430
171,2008-06-16,29.161907196044922,49.865638732910156,50.6250114440918,48.4312629699707,48.600013732910156,4354615
172,2008-06-17,30.033645629882812,51.35626220703125,51.7500114440918,48.9937629699707,50.568763732910156,4736084
173,2008-06-18,30.000751495361328,51.300010681152344,52.42501449584961,51.1875114440918,51.1875114440918,5055019
174,2008-06-19,29.359277725219727,50.2031364440918,51.1875114440918,49.38751220703125,50.287513732910156,4221271
175,2008-06-20,28.684925079345703,49.050010681152344,50.8218879699707,48.40313720703125,50.6250114440918,3837789
176,2008-06-23,27.68160629272461,47.33438491821289,48.82501220703125,46.85626220703125,48.6562614440918,4516050
177,2008-06-24,26.826324462890625,45.87188720703125,48.037513732910156,45.393760681152344,47.33438491821289,5238203
178,2008-06-25,26.086170196533203,44.60626220703125,45.534385681152344,43.5937614440918,45.0000114440918,3933879
179,2008-06-26,27.566471099853516,47.13751220703125,49.162513732910156,44.8593864440918,44.8593864440918,18253250
180,2008-06-27,26.349332809448242,45.05625915527344,46.57501220703125,44.80313491821289,45.5625114440918,6821283
181,2008-06-30,25.823001861572266,44.1562614440918,45.45001220703125,42.8906364440918,45.02813720703125,4596315
182,2008-07-01,23.997303009033203,41.034385681152344,44.1562614440918,39.45938491821289,44.1562614440918,6202295
183,2008-07-02,25.049964904785156,42.83438491821289,43.284385681152344,39.74063491821289,41.0625114440918,5245963
184,2008-07-03,24.39204978942871,41.70938491821289,42.83438491821289,40.5000114440918,42.4687614440918,4726793
185,2008-07-04,24.720998764038086,42.27188491821289,43.08750915527344,40.7812614440918,41.0625114440918,4862814
186,2008-07-07,25.263778686523438,43.200008392333984,44.94375991821289,42.83438491821289,42.83438491821289,5528014
187,2008-07-08,26.00392723083496,44.46563720703125,45.5625114440918,39.93750762939453,39.93750762939453,8354280
188,2008-07-09,27.81318473815918,47.55938720703125,47.75625991821289,45.05625915527344,45.05625915527344,6860769
189,2008-07-10,29.03032875061035,49.6406364440918,50.23126220703125,46.237510681152344,47.55938720703125,7216175
190,2008-07-11,27.648714065551758,47.27813720703125,50.737510681152344,46.91250991821289,50.1187629699707,6040791
191,2008-07-14,27.665151596069336,47.30625915527344,48.9937629699707,46.1250114440918,46.1250114440918,5942149
192,2008-07-15,26.513809204101562,45.33750915527344,46.63125991821289,45.0000114440918,46.1250114440918,3693378
193,2008-07-16,25.790111541748047,44.10000991821289,46.1250114440918,43.340633392333984,45.33750915527344,6973872
194,2008-07-17,27.10593032836914,46.35000991821289,46.6875114440918,45.0000114440918,45.0000114440918,5038238
195,2008-07-18,28.619129180908203,48.9375114440918,49.331260681152344,45.815635681152344,47.19375991821289,5983177
196,2008-07-21,30.231006622314453,51.693763732910156,52.00313949584961,48.96563720703125,49.7812614440918,8754188
197,2008-07-22,31.464595794677734,53.803138732910156,54.2812614440918,51.2437629699707,51.693763732910156,12631056
198,2008-07-23,33.68504333496094,57.600013732910156,58.725013732910156,55.1812629699707,56.193763732910156,12798869
199,2008-07-24,32.50080490112305,55.57501220703125,58.66876220703125,52.115638732910156,52.115638732910156,10764301
200,2008-07-25,32.566593170166016,55.6875114440918,57.48751449584961,53.5781364440918,54.9843864440918,10710381
201,2008-07-28,32.30342483520508,55.23751449584961,56.78438949584961,54.6187629699707,55.6875114440918,5533881
202,2008-07-29,31.004053115844727,53.0156364440918,54.8437614440918,52.5937614440918,54.0000114440918,5145929
203,2008-07-30,32.30342483520508,55.23751449584961,55.6875114440918,53.4937629699707,53.4937629699707,7354746
204,2008-07-31,31.16852569580078,53.2968864440918,56.193763732910156,52.5937614440918,56.193763732910156,6006517
205,2008-08-01,32.07316207885742,54.8437614440918,55.068763732910156,50.6250114440918,52.4531364440918,4699412
206,2008-08-04,32.270530700683594,55.1812629699707,56.193763732910156,53.74688720703125,53.74688720703125,4301346
207,2008-08-05,33.71792984008789,57.65626525878906,58.07814025878906,54.8437614440918,55.4062614440918,9161115
208,2008-08-06,32.86265563964844,56.193763732910156,59.709388732910156,55.80001449584961,59.709388732910156,8616591
209,2008-08-07,32.78040313720703,56.053138732910156,57.318763732910156,54.30938720703125,54.30938720703125,4809365
210,2008-08-08,32.22119140625,55.09688949584961,56.475013732910156,54.9000129699707,55.4062614440918,4883824
211,2008-08-11,32.51725769042969,55.6031379699707,56.41876220703125,55.1812629699707,55.80001449584961,2714705
212,2008-08-12,31.958044052124023,54.646888732910156,56.25001525878906,54.225013732910156,55.9687614440918,5801276
213,2008-08-13,32.089599609375,54.87188720703125,55.4062614440918,53.5781364440918,54.0000114440918,2754609
214,2008-08-14,31.316564559936523,53.55001449584961,55.1250114440918,53.4375114440918,54.5625114440918,2566362
215,2008-08-18,30.9547119140625,52.9312629699707,54.5625114440918,52.42501449584961,53.4375114440918,2963058
216,2008-08-19,30.379045486450195,51.9468879699707,53.1562614440918,50.878135681152344,52.84688949584961,2941144
217,2008-08-20,30.724437713623047,52.537513732910156,52.959388732910156,52.1718864440918,52.3125114440918,3319410
218,2008-08-21,30.39548110961914,51.975013732910156,52.84688949584961,51.35626220703125,52.3125114440918,4138486
219,2008-08-22,30.08296775817871,51.440635681152344,53.7750129699707,50.1187629699707,53.7750129699707,4139879
220,2008-08-25,30.411943435668945,52.00313949584961,52.70626449584961,51.63751220703125,52.70626449584961,2034227
221,2008-08-26,30.461280822753906,52.0875129699707,52.256263732910156,51.131263732910156,51.4687614440918,1489491
222,2008-08-27,29.852710723876953,51.0468864440918,52.7343864440918,50.7656364440918,52.3687629699707,4297168
223,2008-08-28,29.408626556396484,50.287513732910156,51.7500114440918,49.6406364440918,51.1875114440918,7382078
224,2008-08-29,30.62575912475586,52.3687629699707,52.56563949584961,50.9625129699707,51.1875114440918,2219080
225,2008-09-01,30.60918617248535,51.9468879699707,52.1718864440918,50.9062614440918,51.862510681152344,3417069
226,2008-09-02,32.21670913696289,54.67501449584961,54.9000129699707,51.862510681152344,52.3125114440918,5030404
227,2008-09-04,31.537240982055664,53.521888732910156,54.506263732910156,53.0718879699707,54.0562629699707,2813325
228,2008-09-05,30.841188430786133,52.34063720703125,52.9312629699707,51.7500114440918,52.8750114440918,3330688
229,2008-09-08,32.46529006958008,55.09688949584961,57.318763732910156,54.5625114440918,55.1250114440918,8377948
230,2008-09-09,32.581298828125,55.29376220703125,55.7437629699707,54.02813720703125,55.09688949584961,3737279
231,2008-09-10,32.29956817626953,54.81563949584961,55.7437629699707,54.2812614440918,55.01251220703125,3847698
232,2008-09-11,31.43779945373535,53.3531379699707,54.5625114440918,52.9312629699707,54.5625114440918,2567354
233,2008-09-12,31.752681732177734,53.88751220703125,55.350013732910156,53.0156364440918,53.7187614440918,6093354
234,2008-09-15,29.747421264648438,50.4843864440918,52.7343864440918,48.96563720703125,51.91876220703125,6770268
235,2008-09-16,30.32746124267578,51.4687614440918,51.91876220703125,47.8125114440918,48.5156364440918,4654621
236,2008-09-17,29.548542022705078,50.146888732910156,52.20001220703125,49.5000114440918,52.20001220703125,4674190
237,2008-09-18,29.482261657714844,50.034385681152344,51.018760681152344,46.43438720703125,49.5000114440918,6603710
238,2008-09-19,31.272075653076172,53.0718879699707,53.3531379699707,50.6250114440918,51.21563720703125,9821730
239,2008-09-22,30.592605590820312,51.91876220703125,56.81251525878906,51.49688720703125,54.5625114440918,4162514
240,2008-09-23,30.228023529052734,51.300010681152344,52.4531364440918,50.3437614440918,51.300010681152344,6569683
241,2008-09-24,30.92405128479004,52.48126220703125,53.04376220703125,50.79376220703125,51.4687614440918,5730103
242,2008-09-25,29.962865829467773,50.850013732910156,52.84688949584961,49.6406364440918,52.62188720703125,10926783
243,2008-09-26,29.482261657714844,50.034385681152344,51.131263732910156,49.162513732910156,51.131263732910156,4967945
244,2008-09-29,28.38848304748535,48.178138732910156,51.4687614440918,47.2500114440918,51.4687614440918,7859964
245,2008-09-30,28.438201904296875,48.26251220703125,50.0625114440918,45.5625114440918,45.5625114440918,6616439
246,2008-10-01,29.382823944091797,49.865638732910156,50.3437614440918,47.89688491821289,48.881263732910156,3743739
247,2008-10-03,29.797134399414062,50.568763732910156,51.1875114440918,49.2187614440918,50.1187629699707,4681406
248,2008-10-06,29.183956146240234,49.52813720703125,50.6250114440918,48.5156364440918,50.006263732910156,5560277
249,2008-10-07,30.145156860351562,51.159385681152344,52.256263732910156,49.5000114440918,49.5000114440918,9928258
250,2008-10-08,29.913150787353516,50.7656364440918,51.1875114440918,47.30625915527344,49.443763732910156,9985473
251,2008-10-10,29.730850219726562,50.456260681152344,51.6093864440918,46.71563720703125,50.568763732910156,9025179
252,2008-10-13,30.32746124267578,51.4687614440918,51.862510681152344,50.37188720703125,50.709388732910156,6805621
253,2008-10-14,29.59827423095703,50.23126220703125,53.381263732910156,49.8375129699707,51.7500114440918,5099383
254,2008-10-15,29.349679946899414,49.80938720703125,50.878135681152344,49.2750129699707,49.95001220703125,5495022
255,2008-10-16,28.222759246826172,47.89688491821289,49.10626220703125,46.9687614440918,49.10626220703125,6651066
256,2008-10-17,26.10149383544922,44.2968864440918,49.2187614440918,43.65000915527344,48.881263732910156,5586092
257,2008-10-20,26.399799346923828,44.80313491821289,46.57501220703125,43.39688491821289,44.46563720703125,7922965
258,2008-10-21,26.615243911743164,45.16876220703125,47.5312614440918,43.8750114440918,45.253135681152344,8047276
259,2008-10-22,25.156871795654297,42.69375991821289,45.05625915527344,42.27188491821289,44.7187614440918,5408099
